C-TUM_ICD10_3ST-0;C-BERJ-0;C-BUNDESLAND-0;C-KRE_GESCHLECHT-0;F-KRE
TUM_ICD10_3ST-C41;BERJ-1996;BUNDESLAND-8;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-1996;BUNDESLAND-9;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-1997;BUNDESLAND-1;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-1997;BUNDESLAND-2;GESCHLECHT-1;5
TUM_ICD10_3ST-C41;BERJ-1997;BUNDESLAND-3;GESCHLECHT-1;5
TUM_ICD10_3ST-C41;BERJ-1997;BUNDESLAND-3;GESCHLECHT-2;6
TUM_ICD10_3ST-C41;BERJ-1997;BUNDESLAND-4;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-1997;BUNDESLAND-4;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-1997;BUNDESLAND-5;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-1997;BUNDESLAND-6;GESCHLECHT-1;7
TUM_ICD10_3ST-C41;BERJ-1997;BUNDESLAND-6;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-1997;BUNDESLAND-7;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-1997;BUNDESLAND-7;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-1997;BUNDESLAND-8;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-1997;BUNDESLAND-9;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-1997;BUNDESLAND-9;GESCHLECHT-2;6
TUM_ICD10_3ST-C41;BERJ-1998;BUNDESLAND-1;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-1998;BUNDESLAND-1;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-1998;BUNDESLAND-2;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-1998;BUNDESLAND-2;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-1998;BUNDESLAND-3;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-1998;BUNDESLAND-3;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-1998;BUNDESLAND-4;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-1998;BUNDESLAND-4;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-1998;BUNDESLAND-5;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-1998;BUNDESLAND-6;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-1998;BUNDESLAND-6;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-1998;BUNDESLAND-7;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-1998;BUNDESLAND-7;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-1998;BUNDESLAND-9;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-1998;BUNDESLAND-9;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-1999;BUNDESLAND-1;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-1999;BUNDESLAND-2;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-1999;BUNDESLAND-3;GESCHLECHT-1;5
TUM_ICD10_3ST-C41;BERJ-1999;BUNDESLAND-3;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-1999;BUNDESLAND-4;GESCHLECHT-1;8
TUM_ICD10_3ST-C41;BERJ-1999;BUNDESLAND-4;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-1999;BUNDESLAND-5;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-1999;BUNDESLAND-5;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-1999;BUNDESLAND-6;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-1999;BUNDESLAND-6;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-1999;BUNDESLAND-7;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-1999;BUNDESLAND-7;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-1999;BUNDESLAND-8;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-1999;BUNDESLAND-9;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-1999;BUNDESLAND-9;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2000;BUNDESLAND-1;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2000;BUNDESLAND-2;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2000;BUNDESLAND-3;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2000;BUNDESLAND-3;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2000;BUNDESLAND-4;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2000;BUNDESLAND-4;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-2000;BUNDESLAND-5;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-2000;BUNDESLAND-5;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2000;BUNDESLAND-6;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-2000;BUNDESLAND-6;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2000;BUNDESLAND-7;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2000;BUNDESLAND-7;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-2000;BUNDESLAND-8;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2000;BUNDESLAND-9;GESCHLECHT-1;5
TUM_ICD10_3ST-C41;BERJ-2000;BUNDESLAND-9;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2001;BUNDESLAND-1;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2001;BUNDESLAND-2;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2001;BUNDESLAND-3;GESCHLECHT-1;7
TUM_ICD10_3ST-C41;BERJ-2001;BUNDESLAND-3;GESCHLECHT-2;5
TUM_ICD10_3ST-C41;BERJ-2001;BUNDESLAND-4;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2001;BUNDESLAND-4;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2001;BUNDESLAND-5;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2001;BUNDESLAND-5;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2001;BUNDESLAND-6;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2001;BUNDESLAND-6;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2001;BUNDESLAND-7;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2001;BUNDESLAND-7;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2001;BUNDESLAND-9;GESCHLECHT-1;10
TUM_ICD10_3ST-C41;BERJ-2001;BUNDESLAND-9;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2002;BUNDESLAND-1;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2002;BUNDESLAND-1;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2002;BUNDESLAND-2;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2002;BUNDESLAND-3;GESCHLECHT-1;6
TUM_ICD10_3ST-C41;BERJ-2002;BUNDESLAND-3;GESCHLECHT-2;5
TUM_ICD10_3ST-C41;BERJ-2002;BUNDESLAND-4;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2002;BUNDESLAND-4;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2002;BUNDESLAND-6;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2002;BUNDESLAND-6;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2002;BUNDESLAND-7;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2002;BUNDESLAND-7;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2002;BUNDESLAND-8;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2002;BUNDESLAND-8;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2002;BUNDESLAND-9;GESCHLECHT-1;5
TUM_ICD10_3ST-C41;BERJ-2002;BUNDESLAND-9;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-1;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-2;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-2;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-3;GESCHLECHT-1;8
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-3;GESCHLECHT-2;5
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-4;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-4;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-5;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-5;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-6;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-6;GESCHLECHT-2;5
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-7;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-7;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-8;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-9;GESCHLECHT-1;6
TUM_ICD10_3ST-C41;BERJ-2003;BUNDESLAND-9;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-1;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-2;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-3;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-3;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-4;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-4;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-5;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-5;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-6;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-6;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-7;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-7;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-8;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-8;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-9;GESCHLECHT-1;7
TUM_ICD10_3ST-C41;BERJ-2004;BUNDESLAND-9;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-1;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-1;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-2;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-3;GESCHLECHT-1;9
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-3;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-4;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-4;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-5;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-6;GESCHLECHT-1;5
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-6;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-7;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-7;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-8;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-8;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-9;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2005;BUNDESLAND-9;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2006;BUNDESLAND-1;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2006;BUNDESLAND-2;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2006;BUNDESLAND-2;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2006;BUNDESLAND-3;GESCHLECHT-1;9
TUM_ICD10_3ST-C41;BERJ-2006;BUNDESLAND-3;GESCHLECHT-2;9
TUM_ICD10_3ST-C41;BERJ-2006;BUNDESLAND-4;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-2006;BUNDESLAND-4;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2006;BUNDESLAND-5;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2006;BUNDESLAND-5;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2006;BUNDESLAND-6;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2006;BUNDESLAND-6;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-2006;BUNDESLAND-7;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2006;BUNDESLAND-8;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2006;BUNDESLAND-9;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-2006;BUNDESLAND-9;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-1;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-2;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-2;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-3;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-3;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-4;GESCHLECHT-1;8
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-4;GESCHLECHT-2;5
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-5;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-5;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-6;GESCHLECHT-1;6
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-6;GESCHLECHT-2;7
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-7;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-8;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-8;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-9;GESCHLECHT-1;7
TUM_ICD10_3ST-C41;BERJ-2007;BUNDESLAND-9;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2008;BUNDESLAND-2;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2008;BUNDESLAND-3;GESCHLECHT-1;9
TUM_ICD10_3ST-C41;BERJ-2008;BUNDESLAND-3;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-2008;BUNDESLAND-4;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2008;BUNDESLAND-4;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2008;BUNDESLAND-5;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2008;BUNDESLAND-6;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2008;BUNDESLAND-6;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2008;BUNDESLAND-7;GESCHLECHT-1;5
TUM_ICD10_3ST-C41;BERJ-2008;BUNDESLAND-9;GESCHLECHT-1;5
TUM_ICD10_3ST-C41;BERJ-2008;BUNDESLAND-9;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-2009;BUNDESLAND-1;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2009;BUNDESLAND-2;GESCHLECHT-1;5
TUM_ICD10_3ST-C41;BERJ-2009;BUNDESLAND-2;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2009;BUNDESLAND-3;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2009;BUNDESLAND-3;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2009;BUNDESLAND-4;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2009;BUNDESLAND-4;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2009;BUNDESLAND-5;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2009;BUNDESLAND-5;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2009;BUNDESLAND-6;GESCHLECHT-1;5
TUM_ICD10_3ST-C41;BERJ-2009;BUNDESLAND-6;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2009;BUNDESLAND-7;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2009;BUNDESLAND-7;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2009;BUNDESLAND-9;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2009;BUNDESLAND-9;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-1;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-1;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-2;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-2;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-3;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-3;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-4;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-4;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-5;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-6;GESCHLECHT-1;5
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-6;GESCHLECHT-2;5
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-7;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-7;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-8;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-8;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-9;GESCHLECHT-1;5
TUM_ICD10_3ST-C41;BERJ-2010;BUNDESLAND-9;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2011;BUNDESLAND-2;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-2011;BUNDESLAND-2;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2011;BUNDESLAND-3;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2011;BUNDESLAND-3;GESCHLECHT-2;5
TUM_ICD10_3ST-C41;BERJ-2011;BUNDESLAND-4;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2011;BUNDESLAND-4;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2011;BUNDESLAND-5;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2011;BUNDESLAND-5;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2011;BUNDESLAND-6;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-2011;BUNDESLAND-6;GESCHLECHT-2;8
TUM_ICD10_3ST-C41;BERJ-2011;BUNDESLAND-7;GESCHLECHT-1;5
TUM_ICD10_3ST-C41;BERJ-2011;BUNDESLAND-7;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2011;BUNDESLAND-8;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2011;BUNDESLAND-9;GESCHLECHT-1;11
TUM_ICD10_3ST-C41;BERJ-2011;BUNDESLAND-9;GESCHLECHT-2;9
TUM_ICD10_3ST-C41;BERJ-2012;BUNDESLAND-1;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2012;BUNDESLAND-2;GESCHLECHT-1;6
TUM_ICD10_3ST-C41;BERJ-2012;BUNDESLAND-2;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2012;BUNDESLAND-3;GESCHLECHT-1;6
TUM_ICD10_3ST-C41;BERJ-2012;BUNDESLAND-3;GESCHLECHT-2;6
TUM_ICD10_3ST-C41;BERJ-2012;BUNDESLAND-4;GESCHLECHT-1;7
TUM_ICD10_3ST-C41;BERJ-2012;BUNDESLAND-5;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2012;BUNDESLAND-6;GESCHLECHT-1;5
TUM_ICD10_3ST-C41;BERJ-2012;BUNDESLAND-6;GESCHLECHT-2;8
TUM_ICD10_3ST-C41;BERJ-2012;BUNDESLAND-7;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2012;BUNDESLAND-7;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2012;BUNDESLAND-8;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2012;BUNDESLAND-9;GESCHLECHT-1;7
TUM_ICD10_3ST-C41;BERJ-2012;BUNDESLAND-9;GESCHLECHT-2;10
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-1;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-2;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-2;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-3;GESCHLECHT-1;5
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-3;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-4;GESCHLECHT-1;6
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-4;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-5;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-5;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-6;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-6;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-7;GESCHLECHT-1;6
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-7;GESCHLECHT-2;4
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-8;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-8;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-9;GESCHLECHT-1;14
TUM_ICD10_3ST-C41;BERJ-2013;BUNDESLAND-9;GESCHLECHT-2;8
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-1;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-1;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-2;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-2;GESCHLECHT-2;5
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-3;GESCHLECHT-1;6
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-3;GESCHLECHT-2;5
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-4;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-4;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-5;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-5;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-6;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-6;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-7;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-7;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-8;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-8;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-9;GESCHLECHT-1;6
TUM_ICD10_3ST-C41;BERJ-2014;BUNDESLAND-9;GESCHLECHT-2;8
TUM_ICD10_3ST-C41;BERJ-2015;BUNDESLAND-1;GESCHLECHT-1;1
TUM_ICD10_3ST-C41;BERJ-2015;BUNDESLAND-2;GESCHLECHT-2;1
TUM_ICD10_3ST-C41;BERJ-2015;BUNDESLAND-3;GESCHLECHT-1;12
TUM_ICD10_3ST-C41;BERJ-2015;BUNDESLAND-3;GESCHLECHT-2;9
TUM_ICD10_3ST-C41;BERJ-2015;BUNDESLAND-4;GESCHLECHT-1;6
TUM_ICD10_3ST-C41;BERJ-2015;BUNDESLAND-4;GESCHLECHT-2;7
TUM_ICD10_3ST-C41;BERJ-2015;BUNDESLAND-5;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2015;BUNDESLAND-5;GESCHLECHT-2;3
TUM_ICD10_3ST-C41;BERJ-2015;BUNDESLAND-6;GESCHLECHT-1;3
TUM_ICD10_3ST-C41;BERJ-2015;BUNDESLAND-6;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2015;BUNDESLAND-7;GESCHLECHT-1;4
TUM_ICD10_3ST-C41;BERJ-2015;BUNDESLAND-7;GESCHLECHT-2;2
TUM_ICD10_3ST-C41;BERJ-2015;BUNDESLAND-8;GESCHLECHT-1;2
TUM_ICD10_3ST-C41;BERJ-2015;BUNDESLAND-8;GESCHLECHT-2;2
